city,city_type,year,country,estimate
"Housatonic CDP, Massachusetts",gateway,2024,Indonesia,33
"Lexington CDP, Massachusetts",gateway,2024,Indonesia,30
Lowell,gateway,2024,Indonesia,26
Lynn,gateway,2024,Indonesia,8
Malden,gateway,2024,Indonesia,31
"Medfield CDP, Massachusetts",gateway,2024,Indonesia,33
Medford,gateway,2024,Indonesia,52
"Needham CDP, Massachusetts",gateway,2024,Indonesia,14
Newburyport,gateway,2024,Indonesia,20
Newton,gateway,2024,Indonesia,79
"North Lakeville CDP, Massachusetts",gateway,2024,Indonesia,15
"Oxford CDP, Massachusetts",gateway,2024,Indonesia,247
"Pocasset CDP, Massachusetts",gateway,2024,Indonesia,9
Quincy,gateway,2024,Indonesia,25
Somerville,gateway,2024,Indonesia,80
Taunton,gateway,2024,Indonesia,8
"Wakefield CDP, Massachusetts",gateway,2024,Indonesia,21
Waltham,gateway,2024,Indonesia,63
Watertown,gateway,2024,Indonesia,28
"Wellesley CDP, Massachusetts",gateway,2024,Indonesia,7
Westfield,gateway,2024,Indonesia,11
"West Wareham CDP, Massachusetts",gateway,2024,Indonesia,7
Woburn,gateway,2024,Indonesia,37
Worcester,gateway,2024,Indonesia,56
Massachusetts,gateway,2024,Laos,3115
Agawam Town,gateway,2024,Laos,22
Amherst Town,gateway,2024,Laos,50
"Bellingham CDP, Massachusetts",gateway,2024,Laos,8
Boston,gateway,2024,Laos,118
Bridgewater Town,gateway,2024,Laos,13
Brockton,gateway,2024,Laos,33
"Dedham CDP, Massachusetts",gateway,2024,Laos,6
Fall River,gateway,2024,Laos,28
Fitchburg,gateway,2024,Laos,179
Gardner,gateway,2024,Laos,153
Gloucester,gateway,2024,Laos,27
"Hudson CDP, Massachusetts",gateway,2024,Laos,11
Leominster,gateway,2024,Laos,35
Lowell,gateway,2024,Laos,781
"Lunenburg CDP, Massachusetts",gateway,2024,Laos,10
Lynn,gateway,2024,Laos,285
Marlborough,gateway,2024,Laos,4
Methuen,gateway,2024,Laos,23
"Milford CDP, Massachusetts",gateway,2024,Laos,8
"North Seekonk CDP, Massachusetts",gateway,2024,Laos,26
"Norwood CDP, Massachusetts",gateway,2024,Laos,17
"Oxford CDP, Massachusetts",gateway,2024,Laos,23
Quincy,gateway,2024,Laos,10
Randolph Town,gateway,2024,Laos,17
"Saugus CDP, Massachusetts",gateway,2024,Laos,16
Southbridge Town,gateway,2024,Laos,61
Springfield,gateway,2024,Laos,185
Taunton,gateway,2024,Laos,102
Waltham,gateway,2024,Laos,38
"Whitinsville CDP, Massachusetts",gateway,2024,Laos,23
Worcester,gateway,2024,Laos,182
Massachusetts,gateway,2024,Malaysia,2032
Amherst Town,gateway,2024,Malaysia,32
"Arlington CDP, Massachusetts",gateway,2024,Malaysia,27
"Belmont CDP, Massachusetts",gateway,2024,Malaysia,12
Beverly,gateway,2024,Malaysia,4
Boston,gateway,2024,Malaysia,169
Braintree Town,gateway,2024,Malaysia,219
"Brookline CDP, Massachusetts",gateway,2024,Malaysia,70
Cambridge,gateway,2024,Malaysia,149
Chelsea,gateway,2024,Malaysia,26
Everett,gateway,2024,Malaysia,11
Fall River,gateway,2024,Malaysia,90
Fitchburg,gateway,2024,Malaysia,17
Franklin Town,gateway,2024,Malaysia,15
Greenfield,gateway,2024,Malaysia,10
"Harwich Port CDP, Massachusetts",gateway,2024,Malaysia,15
"Lee CDP, Massachusetts",gateway,2024,Malaysia,105
"Lexington CDP, Massachusetts",gateway,2024,Malaysia,14
"Longmeadow CDP, Massachusetts",gateway,2024,Malaysia,46
Lowell,gateway,2024,Malaysia,5
Malden,gateway,2024,Malaysia,93
Medford,gateway,2024,Malaysia,17
Methuen,gateway,2024,Malaysia,29
"Middleborough Center CDP, Massachusetts",gateway,2024,Malaysia,33
"Needham CDP, Massachusetts",gateway,2024,Malaysia,24
Newton,gateway,2024,Malaysia,55
"Norwood CDP, Massachusetts",gateway,2024,Malaysia,21
Quincy,gateway,2024,Malaysia,52
Revere,gateway,2024,Malaysia,15
Salem,gateway,2024,Malaysia,8
Somerville,gateway,2024,Malaysia,31
"South Yarmouth CDP, Massachusetts",gateway,2024,Malaysia,283
Waltham,gateway,2024,Malaysia,23
Watertown,gateway,2024,Malaysia,46
"Wellesley CDP, Massachusetts",gateway,2024,Malaysia,6
"Weweantic CDP, Massachusetts",gateway,2024,Malaysia,16
Weymouth Town,gateway,2024,Malaysia,26
Worcester,gateway,2024,Malaysia,19
Massachusetts,gateway,2024,Philippines,10522
"Abington CDP, Massachusetts",gateway,2024,Philippines,38
"Adams CDP, Massachusetts",gateway,2024,Philippines,1
Agawam Town,gateway,2024,Philippines,29
Amesbury,gateway,2024,Philippines,176
Amherst Town,gateway,2024,Philippines,85
"Arlington CDP, Massachusetts",gateway,2024,Philippines,27
Attleboro,gateway,2024,Philippines,48
"Belmont CDP, Massachusetts",gateway,2024,Philippines,179
Beverly,gateway,2024,Philippines,12
Boston,gateway,2024,Philippines,1163
Braintree Town,gateway,2024,Philippines,137
Bridgewater Town,gateway,2024,Philippines,10
Brockton,gateway,2024,Philippines,203
"Brookline CDP, Massachusetts",gateway,2024,Philippines,91
"Burlington CDP, Massachusetts",gateway,2024,Philippines,5
"Buzzards Bay CDP, Massachusetts",gateway,2024,Philippines,1
Cambridge,gateway,2024,Philippines,182
Chelsea,gateway,2024,Philippines,26
Chicopee,gateway,2024,Philippines,4
"Clinton CDP, Massachusetts",gateway,2024,Philippines,13
"Danvers CDP, Massachusetts",gateway,2024,Philippines,86
"Dedham CDP, Massachusetts",gateway,2024,Philippines,36
Everett,gateway,2024,Philippines,39
Fall River,gateway,2024,Philippines,45
Fitchburg,gateway,2024,Philippines,56
Framingham,gateway,2024,Philippines,47
Gardner,gateway,2024,Philippines,32
Gloucester,gateway,2024,Philippines,49
Greenfield,gateway,2024,Philippines,36
"Hanscom AFB CDP, Massachusetts",gateway,2024,Philippines,24
Haverhill,gateway,2024,Philippines,57
"Holbrook CDP, Massachusetts",gateway,2024,Philippines,65
"Holland CDP, Massachusetts",gateway,2024,Philippines,12
Holyoke,gateway,2024,Philippines,35
"Hudson CDP, Massachusetts",gateway,2024,Philippines,40
"Hull CDP, Massachusetts",gateway,2024,Philippines,13
"Ipswich CDP, Massachusetts",gateway,2024,Philippines,14
"Kingston CDP, Massachusetts",gateway,2024,Philippines,12
Lawrence,gateway,2024,Philippines,122
Leominster,gateway,2024,Philippines,86
"Lexington CDP, Massachusetts",gateway,2024,Philippines,87
"Longmeadow CDP, Massachusetts",gateway,2024,Philippines,103
Lowell,gateway,2024,Philippines,264
Lynn,gateway,2024,Philippines,112
Malden,gateway,2024,Philippines,92
"Mansfield Center CDP, Massachusetts",gateway,2024,Philippines,8
"Marblehead CDP, Massachusetts",gateway,2024,Philippines,16
Marlborough,gateway,2024,Philippines,44
Medford,gateway,2024,Philippines,171
Melrose,gateway,2024,Philippines,61
Methuen,gateway,2024,Philippines,66
"Middleborough Center CDP, Massachusetts",gateway,2024,Philippines,37
"Milford CDP, Massachusetts",gateway,2024,Philippines,77
"Milton CDP, Massachusetts",gateway,2024,Philippines,31
"Nantucket CDP, Massachusetts",gateway,2024,Philippines,31
New Bedford,gateway,2024,Philippines,97
Newton,gateway,2024,Philippines,195
Northampton,gateway,2024,Philippines,34
North Attleborough Town,gateway,2024,Philippines,79
"North Eastham CDP, Massachusetts",gateway,2024,Philippines,9
"North Seekonk CDP, Massachusetts",gateway,2024,Philippines,16
"Norton Center CDP, Massachusetts",gateway,2024,Philippines,8
"Norwood CDP, Massachusetts",gateway,2024,Philippines,46
Peabody,gateway,2024,Philippines,8
Quincy,gateway,2024,Philippines,700
Randolph Town,gateway,2024,Philippines,212
Revere,gateway,2024,Philippines,137
Salem,gateway,2024,Philippines,132
"Salisbury CDP, Massachusetts",gateway,2024,Philippines,19
"Sandwich CDP, Massachusetts",gateway,2024,Philippines,22
"Saugus CDP, Massachusetts",gateway,2024,Philippines,24
"Shelburne Falls CDP, Massachusetts",gateway,2024,Philippines,7
"Somerset CDP, Massachusetts",gateway,2024,Philippines,5
Somerville,gateway,2024,Philippines,190
"South Dennis CDP, Massachusetts",gateway,2024,Philippines,10
"Spencer CDP, Massachusetts",gateway,2024,Philippines,18
Springfield,gateway,2024,Philippines,221
"Stoneham CDP, Massachusetts",gateway,2024,Philippines,57
"Swampscott CDP, Massachusetts",gateway,2024,Philippines,60
Taunton,gateway,2024,Philippines,43
"Turners Falls CDP, Massachusetts",gateway,2024,Philippines,36
Waltham,gateway,2024,Philippines,67
Watertown,gateway,2024,Philippines,138
"Webster CDP, Massachusetts",gateway,2024,Philippines,83
"Wellesley CDP, Massachusetts",gateway,2024,Philippines,89
"Westborough CDP, Massachusetts",gateway,2024,Philippines,26
"West Dennis CDP, Massachusetts",gateway,2024,Philippines,4
West Springfield Town,gateway,2024,Philippines,47
Weymouth Town,gateway,2024,Philippines,190
"Wilmington CDP, Massachusetts",gateway,2024,Philippines,73
"Winchester CDP, Massachusetts",gateway,2024,Philippines,60
Woburn,gateway,2024,Philippines,24
Worcester,gateway,2024,Philippines,84
Massachusetts,gateway,2024,Singapore,1296
Amherst Town,gateway,2024,Singapore,78
"Arlington CDP, Massachusetts",gateway,2024,Singapore,13
"Belmont CDP, Massachusetts",gateway,2024,Singapore,23
Beverly,gateway,2024,Singapore,16
Boston,gateway,2024,Singapore,242
Braintree Town,gateway,2024,Singapore,17
"Brookline CDP, Massachusetts",gateway,2024,Singapore,61
Cambridge,gateway,2024,Singapore,184
"Cordaville CDP, Massachusetts",gateway,2024,Singapore,13
"Essex CDP, Massachusetts",gateway,2024,Singapore,9
Framingham,gateway,2024,Singapore,9
Lowell,gateway,2024,Singapore,26
Medford,gateway,2024,Singapore,37
Methuen,gateway,2024,Singapore,11
"Milton CDP, Massachusetts",gateway,2024,Singapore,18
Newton,gateway,2024,Singapore,55
Northampton,gateway,2024,Singapore,55
"Northborough CDP, Massachusetts",gateway,2024,Singapore,4
Quincy,gateway,2024,Singapore,8
"Siasconset CDP, Massachusetts",gateway,2024,Singapore,1
Somerville,gateway,2024,Singapore,58
Waltham,gateway,2024,Singapore,3
Watertown,gateway,2024,Singapore,6
"Wellesley CDP, Massachusetts",gateway,2024,Singapore,59
Weymouth Town,gateway,2024,Singapore,9
"Winchester CDP, Massachusetts",gateway,2024,Singapore,23
Massachusetts,gateway,2024,Thailand,5808
Amherst Town,gateway,2024,Thailand,47
"Arlington CDP, Massachusetts",gateway,2024,Thailand,116
Attleboro,gateway,2024,Thailand,11
"Ayer CDP, Massachusetts",gateway,2024,Thailand,17
Barnstable Town,gateway,2024,Thailand,70
"Bellingham CDP, Massachusetts",gateway,2024,Thailand,27
"Belmont CDP, Massachusetts",gateway,2024,Thailand,15
Boston,gateway,2024,Thailand,455
Braintree Town,gateway,2024,Thailand,40
Bridgewater Town,gateway,2024,Thailand,10
Brockton,gateway,2024,Thailand,97
"Brookline CDP, Massachusetts",gateway,2024,Thailand,100
Cambridge,gateway,2024,Thailand,192
"Clinton CDP, Massachusetts",gateway,2024,Thailand,11
"Cochituate CDP, Massachusetts",gateway,2024,Thailand,8
"Dedham CDP, Massachusetts",gateway,2024,Thailand,11
Everett,gateway,2024,Thailand,49
Fall River,gateway,2024,Thailand,108
Fitchburg,gateway,2024,Thailand,13
Framingham,gateway,2024,Thailand,60
Franklin Town,gateway,2024,Thailand,17
Gloucester,gateway,2024,Thailand,7
Haverhill,gateway,2024,Thailand,28
"Holland CDP, Massachusetts",gateway,2024,Thailand,26
Holyoke,gateway,2024,Thailand,60
"Lee CDP, Massachusetts",gateway,2024,Thailand,1
"Lenox CDP, Massachusetts",gateway,2024,Thailand,19
Leominster,gateway,2024,Thailand,48
"Lexington CDP, Massachusetts",gateway,2024,Thailand,131
Lowell,gateway,2024,Thailand,845
Lynn,gateway,2024,Thailand,465
Malden,gateway,2024,Thailand,10
Marlborough,gateway,2024,Thailand,56
Medford,gateway,2024,Thailand,43
Melrose,gateway,2024,Thailand,48
Methuen,gateway,2024,Thailand,13
"Needham CDP, Massachusetts",gateway,2024,Thailand,139
New Bedford,gateway,2024,Thailand,8
Newton,gateway,2024,Thailand,165
Northampton,gateway,2024,Thailand,49
North Attleborough Town,gateway,2024,Thailand,22
"Norwood CDP, Massachusetts",gateway,2024,Thailand,12
Peabody,gateway,2024,Thailand,42
"Pinehurst CDP, Massachusetts",gateway,2024,Thailand,10
"Plymouth CDP, Massachusetts",gateway,2024,Thailand,28
Quincy,gateway,2024,Thailand,193
Randolph Town,gateway,2024,Thailand,6
Revere,gateway,2024,Thailand,84
"Saugus CDP, Massachusetts",gateway,2024,Thailand,27
"Sharon CDP, Massachusetts",gateway,2024,Thailand,19
Somerville,gateway,2024,Thailand,114
Southbridge Town,gateway,2024,Thailand,21
Springfield,gateway,2024,Thailand,42
"Stoneham CDP, Massachusetts",gateway,2024,Thailand,55
"Vineyard Haven CDP, Massachusetts",gateway,2024,Thailand,65
"Wakefield CDP, Massachusetts",gateway,2024,Thailand,14
Waltham,gateway,2024,Thailand,74
"Ware CDP, Massachusetts",gateway,2024,Thailand,9
Watertown,gateway,2024,Thailand,90
"Wellesley CDP, Massachusetts",gateway,2024,Thailand,12
"West Concord CDP, Massachusetts",gateway,2024,Thailand,6
Westfield,gateway,2024,Thailand,13
Weymouth Town,gateway,2024,Thailand,23
Winthrop Town,gateway,2024,Thailand,10
Woburn,gateway,2024,Thailand,39
Worcester,gateway,2024,Thailand,100
Massachusetts,gateway,2024,Vietnam,37529
"Abington CDP, Massachusetts",gateway,2024,Vietnam,73
"Adams CDP, Massachusetts",gateway,2024,Vietnam,43
Agawam Town,gateway,2024,Vietnam,66
Amherst Town,gateway,2024,Vietnam,233
"Arlington CDP, Massachusetts",gateway,2024,Vietnam,36
Attleboro,gateway,2024,Vietnam,60
Barnstable Town,gateway,2024,Vietnam,41
"Belmont CDP, Massachusetts",gateway,2024,Vietnam,28
Beverly,gateway,2024,Vietnam,24
Boston,gateway,2024,Vietnam,8912
Braintree Town,gateway,2024,Vietnam,946
Brockton,gateway,2024,Vietnam,583
"Brookline CDP, Massachusetts",gateway,2024,Vietnam,76
"Buzzards Bay CDP, Massachusetts",gateway,2024,Vietnam,1
Cambridge,gateway,2024,Vietnam,337
Chelsea,gateway,2024,Vietnam,84
Chicopee,gateway,2024,Vietnam,63
"Dedham CDP, Massachusetts",gateway,2024,Vietnam,25
"East Harwich CDP, Massachusetts",gateway,2024,Vietnam,9
Everett,gateway,2024,Vietnam,1007
Fall River,gateway,2024,Vietnam,199
Fitchburg,gateway,2024,Vietnam,60
"Foxborough CDP, Massachusetts",gateway,2024,Vietnam,214
Framingham,gateway,2024,Vietnam,243
Franklin Town,gateway,2024,Vietnam,49
Gardner,gateway,2024,Vietnam,33
Gloucester,gateway,2024,Vietnam,53
Greenfield,gateway,2024,Vietnam,32
Haverhill,gateway,2024,Vietnam,176
"Hingham CDP, Massachusetts",gateway,2024,Vietnam,42
"Holbrook CDP, Massachusetts",gateway,2024,Vietnam,212
Holyoke,gateway,2024,Vietnam,15
"Hopkinton CDP, Massachusetts",gateway,2024,Vietnam,12
"Hudson CDP, Massachusetts",gateway,2024,Vietnam,70
Lawrence,gateway,2024,Vietnam,377
"Lee CDP, Massachusetts",gateway,2024,Vietnam,10
Leominster,gateway,2024,Vietnam,73
"Lexington CDP, Massachusetts",gateway,2024,Vietnam,125
"Longmeadow CDP, Massachusetts",gateway,2024,Vietnam,8
Lowell,gateway,2024,Vietnam,1850
Lynn,gateway,2024,Vietnam,566
"Lynnfield CDP, Massachusetts",gateway,2024,Vietnam,13
Malden,gateway,2024,Vietnam,1605
Marlborough,gateway,2024,Vietnam,79
"Mattapoisett Center CDP, Massachusetts",gateway,2024,Vietnam,2
"Maynard CDP, Massachusetts",gateway,2024,Vietnam,38
Medford,gateway,2024,Vietnam,584
Melrose,gateway,2024,Vietnam,57
Methuen,gateway,2024,Vietnam,724
"Milford CDP, Massachusetts",gateway,2024,Vietnam,22
"Milton CDP, Massachusetts",gateway,2024,Vietnam,182
"Monson Center CDP, Massachusetts",gateway,2024,Vietnam,21
"Nantucket CDP, Massachusetts",gateway,2024,Vietnam,19
"Needham CDP, Massachusetts",gateway,2024,Vietnam,25
New Bedford,gateway,2024,Vietnam,42
Newburyport,gateway,2024,Vietnam,11
Newton,gateway,2024,Vietnam,256
Northampton,gateway,2024,Vietnam,38
North Attleborough Town,gateway,2024,Vietnam,143
"North Brookfield CDP, Massachusetts",gateway,2024,Vietnam,1
"North Scituate CDP, Massachusetts",gateway,2024,Vietnam,12
"North Westport CDP, Massachusetts",gateway,2024,Vietnam,1
Peabody,gateway,2024,Vietnam,92
"Pepperell CDP, Massachusetts",gateway,2024,Vietnam,30
Pittsfield,gateway,2024,Vietnam,14
Quincy,gateway,2024,Vietnam,3207
Randolph Town,gateway,2024,Vietnam,1519
"Raynham Center CDP, Massachusetts",gateway,2024,Vietnam,85
Revere,gateway,2024,Vietnam,218
Salem,gateway,2024,Vietnam,4
"Salisbury CDP, Massachusetts",gateway,2024,Vietnam,7
"Saugus CDP, Massachusetts",gateway,2024,Vietnam,102
"Sharon CDP, Massachusetts",gateway,2024,Vietnam,22
"Shelburne Falls CDP, Massachusetts",gateway,2024,Vietnam,6
"Smith Mills CDP, Massachusetts",gateway,2024,Vietnam,69
Somerville,gateway,2024,Vietnam,135
Southbridge Town,gateway,2024,Vietnam,17
"South Yarmouth CDP, Massachusetts",gateway,2024,Vietnam,10
Springfield,gateway,2024,Vietnam,778
Taunton,gateway,2024,Vietnam,227
"Wakefield CDP, Massachusetts",gateway,2024,Vietnam,115
Waltham,gateway,2024,Vietnam,399
Watertown,gateway,2024,Vietnam,59
"Webster CDP, Massachusetts",gateway,2024,Vietnam,35
"Wellesley CDP, Massachusetts",gateway,2024,Vietnam,40
Westfield,gateway,2024,Vietnam,41
West Springfield Town,gateway,2024,Vietnam,91
Weymouth Town,gateway,2024,Vietnam,733
"Wilbraham CDP, Massachusetts",gateway,2024,Vietnam,36
"Williamstown CDP, Massachusetts",gateway,2024,Vietnam,41
"Wilmington CDP, Massachusetts",gateway,2024,Vietnam,58
"Winchester CDP, Massachusetts",gateway,2024,Vietnam,84
Woburn,gateway,2024,Vietnam,229
Worcester,gateway,2024,Vietnam,4092
Massachusetts,gateway,2024,Armenia,2105
Amherst Town,gateway,2024,Armenia,12
"Arlington CDP, Massachusetts",gateway,2024,Armenia,16
Attleboro,gateway,2024,Armenia,62
"Belmont CDP, Massachusetts",gateway,2024,Armenia,121
Boston,gateway,2024,Armenia,20
Cambridge,gateway,2024,Armenia,34
"East Sandwich CDP, Massachusetts",gateway,2024,Armenia,23
Framingham,gateway,2024,Armenia,17
Gardner,gateway,2024,Armenia,20
Lynn,gateway,2024,Armenia,8
Malden,gateway,2024,Armenia,27
"Marblehead CDP, Massachusetts",gateway,2024,Armenia,21
Marlborough,gateway,2024,Armenia,246
New Bedford,gateway,2024,Armenia,46
Newton,gateway,2024,Armenia,22
"Norwood CDP, Massachusetts",gateway,2024,Armenia,40
"Reading CDP, Massachusetts",gateway,2024,Armenia,7
Somerville,gateway,2024,Armenia,8
"Swampscott CDP, Massachusetts",gateway,2024,Armenia,448
Waltham,gateway,2024,Armenia,242
Watertown,gateway,2024,Armenia,359
"West Concord CDP, Massachusetts",gateway,2024,Armenia,20
Worcester,gateway,2024,Armenia,26
Massachusetts,gateway,2024,Azerbaijan,1281
Amherst Town,gateway,2024,Azerbaijan,29
"Arlington CDP, Massachusetts",gateway,2024,Azerbaijan,11
"Belmont CDP, Massachusetts",gateway,2024,Azerbaijan,78
Boston,gateway,2024,Azerbaijan,369
"Brookline CDP, Massachusetts",gateway,2024,Azerbaijan,21
Chicopee,gateway,2024,Azerbaijan,20
"Dedham CDP, Massachusetts",gateway,2024,Azerbaijan,39
Framingham,gateway,2024,Azerbaijan,75
"Longmeadow CDP, Massachusetts",gateway,2024,Azerbaijan,30
Lynn,gateway,2024,Azerbaijan,34
"Needham CDP, Massachusetts",gateway,2024,Azerbaijan,12
Newton,gateway,2024,Azerbaijan,11
Quincy,gateway,2024,Azerbaijan,34
Salem,gateway,2024,Azerbaijan,28
Somerville,gateway,2024,Azerbaijan,16
Springfield,gateway,2024,Azerbaijan,50
Waltham,gateway,2024,Azerbaijan,11
Watertown,gateway,2024,Azerbaijan,102
Westfield,gateway,2024,Azerbaijan,3
West Springfield Town,gateway,2024,Azerbaijan,26
Massachusetts,gateway,2024,Georgia,577
Boston,gateway,2024,Georgia,156
"Brookline CDP, Massachusetts",gateway,2024,Georgia,81
Cambridge,gateway,2024,Georgia,34
Framingham,gateway,2024,Georgia,14
Lowell,gateway,2024,Georgia,6
"Needham CDP, Massachusetts",gateway,2024,Georgia,11
"Norwood CDP, Massachusetts",gateway,2024,Georgia,15
Massachusetts,gateway,2024,Iraq,4933
Beverly,gateway,2024,Iraq,60
Boston,gateway,2024,Iraq,105
"Brookline CDP, Massachusetts",gateway,2024,Iraq,8
Chelsea,gateway,2024,Iraq,28
Chicopee,gateway,2024,Iraq,140
"Clinton CDP, Massachusetts",gateway,2024,Iraq,87
"Cochituate CDP, Massachusetts",gateway,2024,Iraq,7
"Danvers CDP, Massachusetts",gateway,2024,Iraq,179
Everett,gateway,2024,Iraq,34
Framingham,gateway,2024,Iraq,30
Franklin Town,gateway,2024,Iraq,7
Greenfield,gateway,2024,Iraq,8
"Hudson CDP, Massachusetts",gateway,2024,Iraq,80
Leominster,gateway,2024,Iraq,26
Lowell,gateway,2024,Iraq,237
Lynn,gateway,2024,Iraq,58
Methuen,gateway,2024,Iraq,47
"Monson Center CDP, Massachusetts",gateway,2024,Iraq,22
Newton,gateway,2024,Iraq,9
North Attleborough Town,gateway,2024,Iraq,94
"North Brookfield CDP, Massachusetts",gateway,2024,Iraq,16
"Norwood CDP, Massachusetts",gateway,2024,Iraq,15
Peabody,gateway,2024,Iraq,78
"Provincetown CDP, Massachusetts",gateway,2024,Iraq,3
Quincy,gateway,2024,Iraq,53
Randolph Town,gateway,2024,Iraq,69
Salem,gateway,2024,Iraq,130
"Sandwich CDP, Massachusetts",gateway,2024,Iraq,7
Springfield,gateway,2024,Iraq,141
"Swampscott CDP, Massachusetts",gateway,2024,Iraq,10
"The Pinehills CDP, Massachusetts",gateway,2024,Iraq,14
Waltham,gateway,2024,Iraq,9
Watertown,gateway,2024,Iraq,28
"Webster CDP, Massachusetts",gateway,2024,Iraq,78
Westfield,gateway,2024,Iraq,57
West Springfield Town,gateway,2024,Iraq,1005
Weymouth Town,gateway,2024,Iraq,11
Worcester,gateway,2024,Iraq,1245
Massachusetts,gateway,2024,Israel,5818
Amherst Town,gateway,2024,Israel,48
"Arlington CDP, Massachusetts",gateway,2024,Israel,108
"Ayer CDP, Massachusetts",gateway,2024,Israel,8
Beverly,gateway,2024,Israel,5
Boston,gateway,2024,Israel,532
Braintree Town,gateway,2024,Israel,3
"Brookline CDP, Massachusetts",gateway,2024,Israel,799
Cambridge,gateway,2024,Israel,583
"Cochituate CDP, Massachusetts",gateway,2024,Israel,23
"Dedham CDP, Massachusetts",gateway,2024,Israel,10
"East Sandwich CDP, Massachusetts",gateway,2024,Israel,20
Fall River,gateway,2024,Israel,18
Framingham,gateway,2024,Israel,55
Haverhill,gateway,2024,Israel,18
Leominster,gateway,2024,Israel,8
"Lexington CDP, Massachusetts",gateway,2024,Israel,261
"Longmeadow CDP, Massachusetts",gateway,2024,Israel,127
Lowell,gateway,2024,Israel,20
Medford,gateway,2024,Israel,57
Melrose,gateway,2024,Israel,26
"Needham CDP, Massachusetts",gateway,2024,Israel,280
Newton,gateway,2024,Israel,1335
Northampton,gateway,2024,Israel,31
"Northborough CDP, Massachusetts",gateway,2024,Israel,33
"Norwood CDP, Massachusetts",gateway,2024,Israel,64
Peabody,gateway,2024,Israel,12
Quincy,gateway,2024,Israel,9
"Reading CDP, Massachusetts",gateway,2024,Israel,7
Salem,gateway,2024,Israel,41
"Sharon CDP, Massachusetts",gateway,2024,Israel,189
Somerville,gateway,2024,Israel,9
"Stoneham CDP, Massachusetts",gateway,2024,Israel,67
Waltham,gateway,2024,Israel,47
Watertown,gateway,2024,Israel,32
"Wellesley CDP, Massachusetts",gateway,2024,Israel,24
"Westborough CDP, Massachusetts",gateway,2024,Israel,12
Westfield,gateway,2024,Israel,42
West Springfield Town,gateway,2024,Israel,17
"Williamstown CDP, Massachusetts",gateway,2024,Israel,16
Woburn,gateway,2024,Israel,13
Worcester,gateway,2024,Israel,22
Massachusetts,gateway,2024,Jordan,1344
"Arlington CDP, Massachusetts",gateway,2024,Jordan,26
Attleboro,gateway,2024,Jordan,19
Boston,gateway,2024,Jordan,206
"Brookline CDP, Massachusetts",gateway,2024,Jordan,147
Cambridge,gateway,2024,Jordan,68
"Danvers CDP, Massachusetts",gateway,2024,Jordan,12
Framingham,gateway,2024,Jordan,6
Franklin Town,gateway,2024,Jordan,55
Greenfield,gateway,2024,Jordan,6
Holyoke,gateway,2024,Jordan,22
"Lexington CDP, Massachusetts",gateway,2024,Jordan,43
"Longmeadow CDP, Massachusetts",gateway,2024,Jordan,13
Lowell,gateway,2024,Jordan,57
Lynn,gateway,2024,Jordan,8
Melrose,gateway,2024,Jordan,21
New Bedford,gateway,2024,Jordan,6
Peabody,gateway,2024,Jordan,11
Quincy,gateway,2024,Jordan,53
"Saugus CDP, Massachusetts",gateway,2024,Jordan,10
Springfield,gateway,2024,Jordan,10
"Stoneham CDP, Massachusetts",gateway,2024,Jordan,19
Waltham,gateway,2024,Jordan,37
"Wellesley CDP, Massachusetts",gateway,2024,Jordan,19
Woburn,gateway,2024,Jordan,88
Worcester,gateway,2024,Jordan,190
Massachusetts,gateway,2024,Kuwait,1001
"Arlington CDP, Massachusetts",gateway,2024,Kuwait,15
Beverly,gateway,2024,Kuwait,21
Boston,gateway,2024,Kuwait,347
"Brookline CDP, Massachusetts",gateway,2024,Kuwait,41
Cambridge,gateway,2024,Kuwait,27
Framingham,gateway,2024,Kuwait,10
"Hudson CDP, Massachusetts",gateway,2024,Kuwait,14
Lowell,gateway,2024,Kuwait,13
"Maynard CDP, Massachusetts",gateway,2024,Kuwait,135
Newton,gateway,2024,Kuwait,24
"Norwood CDP, Massachusetts",gateway,2024,Kuwait,9
Quincy,gateway,2024,Kuwait,18
Springfield,gateway,2024,Kuwait,40
"Stoneham CDP, Massachusetts",gateway,2024,Kuwait,51
Waltham,gateway,2024,Kuwait,76
Watertown,gateway,2024,Kuwait,7
"Wellesley CDP, Massachusetts",gateway,2024,Kuwait,6
Weymouth Town,gateway,2024,Kuwait,13
Massachusetts,gateway,2024,Lebanon,8211
Amesbury,gateway,2024,Lebanon,11
Amherst Town,gateway,2024,Lebanon,34
"Arlington CDP, Massachusetts",gateway,2024,Lebanon,30
Barnstable Town,gateway,2024,Lebanon,69
"Belmont CDP, Massachusetts",gateway,2024,Lebanon,68
Beverly,gateway,2024,Lebanon,15
Boston,gateway,2024,Lebanon,435
Braintree Town,gateway,2024,Lebanon,27
Brockton,gateway,2024,Lebanon,10
"Brookline CDP, Massachusetts",gateway,2024,Lebanon,51
"Burlington CDP, Massachusetts",gateway,2024,Lebanon,232
Cambridge,gateway,2024,Lebanon,216
Chelsea,gateway,2024,Lebanon,32
"Cochituate CDP, Massachusetts",gateway,2024,Lebanon,11
"Dedham CDP, Massachusetts",gateway,2024,Lebanon,43
Easthampton,gateway,2024,Lebanon,16
Fall River,gateway,2024,Lebanon,204
Fitchburg,gateway,2024,Lebanon,22
"Foxborough CDP, Massachusetts",gateway,2024,Lebanon,67
Framingham,gateway,2024,Lebanon,33
Franklin Town,gateway,2024,Lebanon,61
Gloucester,gateway,2024,Lebanon,9
