city,city_type,year,country,estimate
"Harwich Port CDP, Massachusetts",gateway,2024,Lebanon,16
Haverhill,gateway,2024,Lebanon,103
Holyoke,gateway,2024,Lebanon,7
Lawrence,gateway,2024,Lebanon,379
Leominster,gateway,2024,Lebanon,49
"Lexington CDP, Massachusetts",gateway,2024,Lebanon,47
"Longmeadow CDP, Massachusetts",gateway,2024,Lebanon,43
Lowell,gateway,2024,Lebanon,16
"Lynnfield CDP, Massachusetts",gateway,2024,Lebanon,28
Malden,gateway,2024,Lebanon,21
Marlborough,gateway,2024,Lebanon,16
Medford,gateway,2024,Lebanon,16
Methuen,gateway,2024,Lebanon,683
"Milford CDP, Massachusetts",gateway,2024,Lebanon,50
"Needham CDP, Massachusetts",gateway,2024,Lebanon,70
New Bedford,gateway,2024,Lebanon,13
Newburyport,gateway,2024,Lebanon,12
Newton,gateway,2024,Lebanon,48
North Attleborough Town,gateway,2024,Lebanon,166
"North Scituate CDP, Massachusetts",gateway,2024,Lebanon,48
"North Westport CDP, Massachusetts",gateway,2024,Lebanon,26
"Norwood CDP, Massachusetts",gateway,2024,Lebanon,182
"Oxford CDP, Massachusetts",gateway,2024,Lebanon,86
Pittsfield,gateway,2024,Lebanon,28
Quincy,gateway,2024,Lebanon,35
"Reading CDP, Massachusetts",gateway,2024,Lebanon,44
"Sagamore CDP, Massachusetts",gateway,2024,Lebanon,13
"Salisbury CDP, Massachusetts",gateway,2024,Lebanon,24
"Saugus CDP, Massachusetts",gateway,2024,Lebanon,34
"Sharon CDP, Massachusetts",gateway,2024,Lebanon,8
"Somerset CDP, Massachusetts",gateway,2024,Lebanon,64
Somerville,gateway,2024,Lebanon,9
Springfield,gateway,2024,Lebanon,82
"Wakefield CDP, Massachusetts",gateway,2024,Lebanon,21
"Walpole CDP, Massachusetts",gateway,2024,Lebanon,54
Waltham,gateway,2024,Lebanon,382
Watertown,gateway,2024,Lebanon,245
"Webster CDP, Massachusetts",gateway,2024,Lebanon,29
"Wellesley CDP, Massachusetts",gateway,2024,Lebanon,22
Westfield,gateway,2024,Lebanon,16
West Springfield Town,gateway,2024,Lebanon,30
Weymouth Town,gateway,2024,Lebanon,115
"Whitinsville CDP, Massachusetts",gateway,2024,Lebanon,39
"Wilmington CDP, Massachusetts",gateway,2024,Lebanon,55
"Winchester CDP, Massachusetts",gateway,2024,Lebanon,8
Winthrop Town,gateway,2024,Lebanon,24
Woburn,gateway,2024,Lebanon,135
Worcester,gateway,2024,Lebanon,451
Massachusetts,gateway,2024,Saudi Arabia,1183
"Arlington CDP, Massachusetts",gateway,2024,Saudi Arabia,23
Attleboro,gateway,2024,Saudi Arabia,12
"Belmont CDP, Massachusetts",gateway,2024,Saudi Arabia,10
Beverly,gateway,2024,Saudi Arabia,23
Boston,gateway,2024,Saudi Arabia,176
Braintree Town,gateway,2024,Saudi Arabia,8
Bridgewater Town,gateway,2024,Saudi Arabia,7
"Brookline CDP, Massachusetts",gateway,2024,Saudi Arabia,103
"Burlington CDP, Massachusetts",gateway,2024,Saudi Arabia,24
Cambridge,gateway,2024,Saudi Arabia,25
Fall River,gateway,2024,Saudi Arabia,12
Framingham,gateway,2024,Saudi Arabia,92
Malden,gateway,2024,Saudi Arabia,36
New Bedford,gateway,2024,Saudi Arabia,40
Newton,gateway,2024,Saudi Arabia,142
Somerville,gateway,2024,Saudi Arabia,71
"Stoneham CDP, Massachusetts",gateway,2024,Saudi Arabia,10
"Wakefield CDP, Massachusetts",gateway,2024,Saudi Arabia,16
Waltham,gateway,2024,Saudi Arabia,20
Watertown,gateway,2024,Saudi Arabia,8
Westfield,gateway,2024,Saudi Arabia,10
Woburn,gateway,2024,Saudi Arabia,58
Worcester,gateway,2024,Saudi Arabia,16
Massachusetts,gateway,2024,Syria,3240
Amherst Town,gateway,2024,Syria,54
"Arlington CDP, Massachusetts",gateway,2024,Syria,96
Attleboro,gateway,2024,Syria,29
Barnstable Town,gateway,2024,Syria,27
"Belmont CDP, Massachusetts",gateway,2024,Syria,111
Beverly,gateway,2024,Syria,35
Boston,gateway,2024,Syria,157
Braintree Town,gateway,2024,Syria,86
Cambridge,gateway,2024,Syria,65
Chelsea,gateway,2024,Syria,23
"Dedham CDP, Massachusetts",gateway,2024,Syria,67
Framingham,gateway,2024,Syria,17
"Hudson CDP, Massachusetts",gateway,2024,Syria,12
Leominster,gateway,2024,Syria,12
"Lexington CDP, Massachusetts",gateway,2024,Syria,26
Methuen,gateway,2024,Syria,21
"Milford CDP, Massachusetts",gateway,2024,Syria,31
"Needham CDP, Massachusetts",gateway,2024,Syria,16
Newton,gateway,2024,Syria,17
North Attleborough Town,gateway,2024,Syria,40
"Northborough CDP, Massachusetts",gateway,2024,Syria,23
"Norwood CDP, Massachusetts",gateway,2024,Syria,35
"Oxford CDP, Massachusetts",gateway,2024,Syria,39
Quincy,gateway,2024,Syria,25
Revere,gateway,2024,Syria,84
"Saugus CDP, Massachusetts",gateway,2024,Syria,180
Somerville,gateway,2024,Syria,14
"South Yarmouth CDP, Massachusetts",gateway,2024,Syria,12
"Spencer CDP, Massachusetts",gateway,2024,Syria,17
Springfield,gateway,2024,Syria,125
"Stoneham CDP, Massachusetts",gateway,2024,Syria,30
Taunton,gateway,2024,Syria,8
"Wakefield CDP, Massachusetts",gateway,2024,Syria,10
"Walpole CDP, Massachusetts",gateway,2024,Syria,7
Waltham,gateway,2024,Syria,67
Watertown,gateway,2024,Syria,340
West Springfield Town,gateway,2024,Syria,57
Weymouth Town,gateway,2024,Syria,10
"Winchester CDP, Massachusetts",gateway,2024,Syria,39
Winthrop Town,gateway,2024,Syria,154
Woburn,gateway,2024,Syria,61
Worcester,gateway,2024,Syria,388
Massachusetts,gateway,2024,Turkey,5617
Agawam Town,gateway,2024,Turkey,43
Amherst Town,gateway,2024,Turkey,42
"Arlington CDP, Massachusetts",gateway,2024,Turkey,109
"Belmont CDP, Massachusetts",gateway,2024,Turkey,166
Boston,gateway,2024,Turkey,808
Braintree Town,gateway,2024,Turkey,91
"Brookline CDP, Massachusetts",gateway,2024,Turkey,277
"Burlington CDP, Massachusetts",gateway,2024,Turkey,83
Cambridge,gateway,2024,Turkey,437
Chelsea,gateway,2024,Turkey,24
Chicopee,gateway,2024,Turkey,98
"Cochituate CDP, Massachusetts",gateway,2024,Turkey,11
"Dedham CDP, Massachusetts",gateway,2024,Turkey,39
Everett,gateway,2024,Turkey,9
"Fiskdale CDP, Massachusetts",gateway,2024,Turkey,9
Framingham,gateway,2024,Turkey,103
Franklin Town,gateway,2024,Turkey,15
"Hopedale CDP, Massachusetts",gateway,2024,Turkey,14
"Hull CDP, Massachusetts",gateway,2024,Turkey,10
"Lexington CDP, Massachusetts",gateway,2024,Turkey,65
"Longmeadow CDP, Massachusetts",gateway,2024,Turkey,12
Lowell,gateway,2024,Turkey,165
"Lunenburg CDP, Massachusetts",gateway,2024,Turkey,24
"Lynnfield CDP, Massachusetts",gateway,2024,Turkey,15
Malden,gateway,2024,Turkey,13
"Marblehead CDP, Massachusetts",gateway,2024,Turkey,11
"Medfield CDP, Massachusetts",gateway,2024,Turkey,17
Medford,gateway,2024,Turkey,199
"Milford CDP, Massachusetts",gateway,2024,Turkey,7
"Milton CDP, Massachusetts",gateway,2024,Turkey,9
"Needham CDP, Massachusetts",gateway,2024,Turkey,21
Newton,gateway,2024,Turkey,168
North Adams,gateway,2024,Turkey,28
Northampton,gateway,2024,Turkey,51
North Attleborough Town,gateway,2024,Turkey,29
"North Falmouth CDP, Massachusetts",gateway,2024,Turkey,18
Peabody,gateway,2024,Turkey,53
"Pocasset CDP, Massachusetts",gateway,2024,Turkey,12
"Provincetown CDP, Massachusetts",gateway,2024,Turkey,18
Quincy,gateway,2024,Turkey,154
Revere,gateway,2024,Turkey,44
Salem,gateway,2024,Turkey,8
Somerville,gateway,2024,Turkey,100
Springfield,gateway,2024,Turkey,12
"Stoneham CDP, Massachusetts",gateway,2024,Turkey,25
"Swampscott CDP, Massachusetts",gateway,2024,Turkey,9
Waltham,gateway,2024,Turkey,123
Watertown,gateway,2024,Turkey,273
"Wellesley CDP, Massachusetts",gateway,2024,Turkey,27
Weymouth Town,gateway,2024,Turkey,28
"Winchester CDP, Massachusetts",gateway,2024,Turkey,36
Worcester,gateway,2024,Turkey,30
Massachusetts,gateway,2024,United Arab Emirates,518
Amherst Town,gateway,2024,United Arab Emirates,22
"Arlington CDP, Massachusetts",gateway,2024,United Arab Emirates,6
Boston,gateway,2024,United Arab Emirates,54
Brockton,gateway,2024,United Arab Emirates,15
"Brookline CDP, Massachusetts",gateway,2024,United Arab Emirates,55
Cambridge,gateway,2024,United Arab Emirates,43
Franklin Town,gateway,2024,United Arab Emirates,7
Greenfield,gateway,2024,United Arab Emirates,21
Leominster,gateway,2024,United Arab Emirates,9
Marlborough,gateway,2024,United Arab Emirates,14
"Milton CDP, Massachusetts",gateway,2024,United Arab Emirates,9
New Bedford,gateway,2024,United Arab Emirates,6
Newton,gateway,2024,United Arab Emirates,2
Northampton,gateway,2024,United Arab Emirates,4
"Oxford CDP, Massachusetts",gateway,2024,United Arab Emirates,34
Randolph Town,gateway,2024,United Arab Emirates,44
Somerville,gateway,2024,United Arab Emirates,27
Springfield,gateway,2024,United Arab Emirates,16
Waltham,gateway,2024,United Arab Emirates,19
Watertown,gateway,2024,United Arab Emirates,9
"Wellesley CDP, Massachusetts",gateway,2024,United Arab Emirates,13
"Winchester CDP, Massachusetts",gateway,2024,United Arab Emirates,21
Massachusetts,gateway,2024,Yemen,300
Boston,gateway,2024,Yemen,227
Cambridge,gateway,2024,Yemen,22
"Lexington CDP, Massachusetts",gateway,2024,Yemen,48
Malden,gateway,2024,Yemen,3
Massachusetts,gateway,2024,Other Western Asia,689
Amherst Town,gateway,2024,Other Western Asia,5
Barnstable Town,gateway,2024,Other Western Asia,18
Boston,gateway,2024,Other Western Asia,177
"Brookline CDP, Massachusetts",gateway,2024,Other Western Asia,74
Cambridge,gateway,2024,Other Western Asia,50
"Lexington CDP, Massachusetts",gateway,2024,Other Western Asia,47
Lowell,gateway,2024,Other Western Asia,11
Lynn,gateway,2024,Other Western Asia,5
Quincy,gateway,2024,Other Western Asia,12
Salem,gateway,2024,Other Western Asia,16
Somerville,gateway,2024,Other Western Asia,35
Springfield,gateway,2024,Other Western Asia,56
Watertown,gateway,2024,Other Western Asia,10
Worcester,gateway,2024,Other Western Asia,20
Massachusetts,gateway,2024,"Asia, n.e.c.",734
"Arlington CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",12
"Belmont CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",11
Boston,gateway,2024,"Asia, n.e.c.",196
Bridgewater Town,gateway,2024,"Asia, n.e.c.",1
Cambridge,gateway,2024,"Asia, n.e.c.",4
"Edgartown CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",11
"Longmeadow CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",17
Lowell,gateway,2024,"Asia, n.e.c.",48
Malden,gateway,2024,"Asia, n.e.c.",10
Medford,gateway,2024,"Asia, n.e.c.",4
"Needham CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",13
Newton,gateway,2024,"Asia, n.e.c.",11
North Adams,gateway,2024,"Asia, n.e.c.",10
"Norton Center CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",11
Revere,gateway,2024,"Asia, n.e.c.",26
Somerville,gateway,2024,"Asia, n.e.c.",12
"Stoneham CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",70
Waltham,gateway,2024,"Asia, n.e.c.",2
"Wellesley CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",7
"West Warren CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",121
Weymouth Town,gateway,2024,"Asia, n.e.c.",38
"Williamstown CDP, Massachusetts",gateway,2024,"Asia, n.e.c.",25
Winthrop Town,gateway,2024,"Asia, n.e.c.",31
Worcester,gateway,2024,"Asia, n.e.c.",25
Massachusetts,gateway,2024,Eritrea,707
Boston,gateway,2024,Eritrea,62
Cambridge,gateway,2024,Eritrea,265
Chelsea,gateway,2024,Eritrea,40
Everett,gateway,2024,Eritrea,116
Lynn,gateway,2024,Eritrea,57
Malden,gateway,2024,Eritrea,50
Somerville,gateway,2024,Eritrea,61
Winthrop Town,gateway,2024,Eritrea,14
Worcester,gateway,2024,Eritrea,8
Massachusetts,gateway,2024,Ethiopia,5842
"Abington CDP, Massachusetts",gateway,2024,Ethiopia,17
Agawam Town,gateway,2024,Ethiopia,32
Amherst Town,gateway,2024,Ethiopia,82
"Arlington CDP, Massachusetts",gateway,2024,Ethiopia,63
Barnstable Town,gateway,2024,Ethiopia,67
Boston,gateway,2024,Ethiopia,1764
"Brookline CDP, Massachusetts",gateway,2024,Ethiopia,129
Cambridge,gateway,2024,Ethiopia,1538
Chelsea,gateway,2024,Ethiopia,237
"Dedham CDP, Massachusetts",gateway,2024,Ethiopia,23
Everett,gateway,2024,Ethiopia,206
Fall River,gateway,2024,Ethiopia,1
Framingham,gateway,2024,Ethiopia,25
Franklin Town,gateway,2024,Ethiopia,62
Leominster,gateway,2024,Ethiopia,7
"Lexington CDP, Massachusetts",gateway,2024,Ethiopia,94
Lynn,gateway,2024,Ethiopia,33
Malden,gateway,2024,Ethiopia,466
Medford,gateway,2024,Ethiopia,19
New Bedford,gateway,2024,Ethiopia,1
Newton,gateway,2024,Ethiopia,50
Northampton,gateway,2024,Ethiopia,11
Peabody,gateway,2024,Ethiopia,123
Quincy,gateway,2024,Ethiopia,88
Randolph Town,gateway,2024,Ethiopia,45
Revere,gateway,2024,Ethiopia,179
Somerville,gateway,2024,Ethiopia,55
Springfield,gateway,2024,Ethiopia,43
Taunton,gateway,2024,Ethiopia,2
Waltham,gateway,2024,Ethiopia,25
Watertown,gateway,2024,Ethiopia,30
Worcester,gateway,2024,Ethiopia,79
Massachusetts,gateway,2024,Kenya,10127
"Abington CDP, Massachusetts",gateway,2024,Kenya,33
Amesbury,gateway,2024,Kenya,25
Amherst Town,gateway,2024,Kenya,93
Attleboro,gateway,2024,Kenya,10
Barnstable Town,gateway,2024,Kenya,3
Beverly,gateway,2024,Kenya,24
Boston,gateway,2024,Kenya,991
Brockton,gateway,2024,Kenya,218
"Brookline CDP, Massachusetts",gateway,2024,Kenya,77
Cambridge,gateway,2024,Kenya,119
Chelsea,gateway,2024,Kenya,2
Chicopee,gateway,2024,Kenya,80
"Danvers CDP, Massachusetts",gateway,2024,Kenya,14
Fitchburg,gateway,2024,Kenya,80
Framingham,gateway,2024,Kenya,19
Gloucester,gateway,2024,Kenya,147
"Groton CDP, Massachusetts",gateway,2024,Kenya,2
Haverhill,gateway,2024,Kenya,70
Holyoke,gateway,2024,Kenya,4
"Hull CDP, Massachusetts",gateway,2024,Kenya,11
Lawrence,gateway,2024,Kenya,309
Leominster,gateway,2024,Kenya,224
"Lexington CDP, Massachusetts",gateway,2024,Kenya,15
Lowell,gateway,2024,Kenya,2056
Lynn,gateway,2024,Kenya,169
Malden,gateway,2024,Kenya,77
Medford,gateway,2024,Kenya,213
Melrose,gateway,2024,Kenya,18
Methuen,gateway,2024,Kenya,265
"Needham CDP, Massachusetts",gateway,2024,Kenya,112
New Bedford,gateway,2024,Kenya,38
Newton,gateway,2024,Kenya,20
North Adams,gateway,2024,Kenya,5
"Northborough CDP, Massachusetts",gateway,2024,Kenya,29
Peabody,gateway,2024,Kenya,19
"Pinehurst CDP, Massachusetts",gateway,2024,Kenya,17
Quincy,gateway,2024,Kenya,80
Randolph Town,gateway,2024,Kenya,284
Revere,gateway,2024,Kenya,13
"Saugus CDP, Massachusetts",gateway,2024,Kenya,31
"Sharon CDP, Massachusetts",gateway,2024,Kenya,21
Somerville,gateway,2024,Kenya,53
Southbridge Town,gateway,2024,Kenya,28
Springfield,gateway,2024,Kenya,218
"Stoneham CDP, Massachusetts",gateway,2024,Kenya,13
Taunton,gateway,2024,Kenya,121
Waltham,gateway,2024,Kenya,78
Watertown,gateway,2024,Kenya,313
"Webster CDP, Massachusetts",gateway,2024,Kenya,106
"Wellesley CDP, Massachusetts",gateway,2024,Kenya,8
Westfield,gateway,2024,Kenya,16
Weymouth Town,gateway,2024,Kenya,9
"Williamstown CDP, Massachusetts",gateway,2024,Kenya,7
Woburn,gateway,2024,Kenya,108
Worcester,gateway,2024,Kenya,1513
Massachusetts,gateway,2024,Somalia,1004
Boston,gateway,2024,Somalia,578
Brockton,gateway,2024,Somalia,49
Cambridge,gateway,2024,Somalia,35
Chelsea,gateway,2024,Somalia,88
Lowell,gateway,2024,Somalia,8
"Milton CDP, Massachusetts",gateway,2024,Somalia,15
Quincy,gateway,2024,Somalia,8
Somerville,gateway,2024,Somalia,2
Springfield,gateway,2024,Somalia,198
Waltham,gateway,2024,Somalia,12
Watertown,gateway,2024,Somalia,11
Massachusetts,gateway,2024,Tanzania,1223
Amesbury,gateway,2024,Tanzania,137
Boston,gateway,2024,Tanzania,191
Bridgewater Town,gateway,2024,Tanzania,16
"Brookline CDP, Massachusetts",gateway,2024,Tanzania,4
Cambridge,gateway,2024,Tanzania,53
Chicopee,gateway,2024,Tanzania,105
"Dedham CDP, Massachusetts",gateway,2024,Tanzania,19
Holyoke,gateway,2024,Tanzania,2
"Hull CDP, Massachusetts",gateway,2024,Tanzania,6
"Huntington CDP, Massachusetts",gateway,2024,Tanzania,5
Leominster,gateway,2024,Tanzania,44
Marlborough,gateway,2024,Tanzania,17
"Medfield CDP, Massachusetts",gateway,2024,Tanzania,18
Newburyport,gateway,2024,Tanzania,25
Newton,gateway,2024,Tanzania,11
North Adams,gateway,2024,Tanzania,9
North Attleborough Town,gateway,2024,Tanzania,35
Quincy,gateway,2024,Tanzania,6
Revere,gateway,2024,Tanzania,154
Somerville,gateway,2024,Tanzania,12
Springfield,gateway,2024,Tanzania,133
West Springfield Town,gateway,2024,Tanzania,30
"Williamstown CDP, Massachusetts",gateway,2024,Tanzania,18
Worcester,gateway,2024,Tanzania,22
Massachusetts,gateway,2024,Uganda,5267
"Arlington CDP, Massachusetts",gateway,2024,Uganda,18
Attleboro,gateway,2024,Uganda,57
"Ayer CDP, Massachusetts",gateway,2024,Uganda,53
"Belmont CDP, Massachusetts",gateway,2024,Uganda,4
Beverly,gateway,2024,Uganda,47
Boston,gateway,2024,Uganda,98
Brockton,gateway,2024,Uganda,66
"Brookline CDP, Massachusetts",gateway,2024,Uganda,16
"Burlington CDP, Massachusetts",gateway,2024,Uganda,107
Cambridge,gateway,2024,Uganda,40
Fall River,gateway,2024,Uganda,20
Fitchburg,gateway,2024,Uganda,15
Framingham,gateway,2024,Uganda,377
Lawrence,gateway,2024,Uganda,18
"Lexington CDP, Massachusetts",gateway,2024,Uganda,31
Lowell,gateway,2024,Uganda,466
Lynn,gateway,2024,Uganda,109
Malden,gateway,2024,Uganda,65
Marlborough,gateway,2024,Uganda,167
"Maynard CDP, Massachusetts",gateway,2024,Uganda,124
Medford,gateway,2024,Uganda,19
Methuen,gateway,2024,Uganda,89
Newton,gateway,2024,Uganda,115
"Norwood CDP, Massachusetts",gateway,2024,Uganda,30
Peabody,gateway,2024,Uganda,54
"Pepperell CDP, Massachusetts",gateway,2024,Uganda,10
"Pinehurst CDP, Massachusetts",gateway,2024,Uganda,20
Quincy,gateway,2024,Uganda,18
Revere,gateway,2024,Uganda,29
Somerville,gateway,2024,Uganda,1
Waltham,gateway,2024,Uganda,888
Watertown,gateway,2024,Uganda,66
West Springfield Town,gateway,2024,Uganda,23
Weymouth Town,gateway,2024,Uganda,14
Woburn,gateway,2024,Uganda,407
Worcester,gateway,2024,Uganda,127
Massachusetts,gateway,2024,Zimbabwe,656
"Belmont CDP, Massachusetts",gateway,2024,Zimbabwe,8
Boston,gateway,2024,Zimbabwe,70
Brockton,gateway,2024,Zimbabwe,4
"Brookline CDP, Massachusetts",gateway,2024,Zimbabwe,17
Cambridge,gateway,2024,Zimbabwe,44
Framingham,gateway,2024,Zimbabwe,15
Haverhill,gateway,2024,Zimbabwe,48
Lowell,gateway,2024,Zimbabwe,75
"Mattapoisett Center CDP, Massachusetts",gateway,2024,Zimbabwe,3
Medford,gateway,2024,Zimbabwe,17
Northampton,gateway,2024,Zimbabwe,10
"Reading CDP, Massachusetts",gateway,2024,Zimbabwe,41
Waltham,gateway,2024,Zimbabwe,12
Watertown,gateway,2024,Zimbabwe,23
"Wellesley CDP, Massachusetts",gateway,2024,Zimbabwe,2
"Williamstown CDP, Massachusetts",gateway,2024,Zimbabwe,8
Massachusetts,gateway,2024,Other Eastern Africa,2238
Amherst Town,gateway,2024,Other Eastern Africa,81
Attleboro,gateway,2024,Other Eastern Africa,43
Barnstable Town,gateway,2024,Other Eastern Africa,16
"Belmont CDP, Massachusetts",gateway,2024,Other Eastern Africa,3
Boston,gateway,2024,Other Eastern Africa,432
"Brookline CDP, Massachusetts",gateway,2024,Other Eastern Africa,17
Cambridge,gateway,2024,Other Eastern Africa,52
Chelsea,gateway,2024,Other Eastern Africa,59
"Danvers CDP, Massachusetts",gateway,2024,Other Eastern Africa,18
Fall River,gateway,2024,Other Eastern Africa,48
"Foxborough CDP, Massachusetts",gateway,2024,Other Eastern Africa,88
Lawrence,gateway,2024,Other Eastern Africa,14
Lowell,gateway,2024,Other Eastern Africa,66
Lynn,gateway,2024,Other Eastern Africa,65
Malden,gateway,2024,Other Eastern Africa,69
"Marblehead CDP, Massachusetts",gateway,2024,Other Eastern Africa,19
Marlborough,gateway,2024,Other Eastern Africa,8
Methuen,gateway,2024,Other Eastern Africa,49
"Milton CDP, Massachusetts",gateway,2024,Other Eastern Africa,23
"Needham CDP, Massachusetts",gateway,2024,Other Eastern Africa,10
New Bedford,gateway,2024,Other Eastern Africa,10
Northampton,gateway,2024,Other Eastern Africa,11
Quincy,gateway,2024,Other Eastern Africa,22
Randolph Town,gateway,2024,Other Eastern Africa,31
Salem,gateway,2024,Other Eastern Africa,4
Somerville,gateway,2024,Other Eastern Africa,7
Springfield,gateway,2024,Other Eastern Africa,366
Woburn,gateway,2024,Other Eastern Africa,46
Worcester,gateway,2024,Other Eastern Africa,292
Massachusetts,gateway,2024,Cameroon,2644
Amherst Town,gateway,2024,Cameroon,24
Boston,gateway,2024,Cameroon,51
Brockton,gateway,2024,Cameroon,126
"Brookline CDP, Massachusetts",gateway,2024,Cameroon,9
Cambridge,gateway,2024,Cameroon,19
Chelsea,gateway,2024,Cameroon,135
Chicopee,gateway,2024,Cameroon,25
Fitchburg,gateway,2024,Cameroon,101
Framingham,gateway,2024,Cameroon,48
Haverhill,gateway,2024,Cameroon,80
Lawrence,gateway,2024,Cameroon,132
Leominster,gateway,2024,Cameroon,18
Lowell,gateway,2024,Cameroon,233
Lynn,gateway,2024,Cameroon,137
Malden,gateway,2024,Cameroon,65
Methuen,gateway,2024,Cameroon,50
"Milford CDP, Massachusetts",gateway,2024,Cameroon,271
New Bedford,gateway,2024,Cameroon,88
Revere,gateway,2024,Cameroon,52
